,status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
833989,for_sale,3500000.0,3.0,3.0,,"325 W End Ave Apt 2C, New York City, NY, 10023",325 W End Ave Apt 2C,New York City,New York,10023.0,,2016-02-09
563435,for_sale,469000.0,3.0,2.0,,"4555 Henry Hudson Pkwy W Unit AG3, Bronx, NY, 10471",4555 Henry Hudson Pkwy W Unit AG3,Bronx,New York,10471.0,1313.0,2017-06-07
496909,for_sale,499000.0,2.0,2.0,0.03,"101 Richmond Hill Rd Unit Townhouse, New York City, NY, 10314",101 Richmond Hill Rd Unit Townhouse,New York City,New York,10314.0,1350.0,
521176,for_sale,1845000.0,2.0,2.0,,"230 W 78th St Apt 2B, New York, NY, 10024",230 W 78th St Apt 2B,New York,New York,10024.0,1227.0,2011-12-02
530003,for_sale,2295000.0,4.0,5.0,,"425 E 58th St Apt 4H, New York, NY, 10022",425 E 58th St Apt 4H,New York,New York,10022.0,2900.0,2005-08-01
808715,for_sale,440000.0,1.0,1.0,,"40 Tehama St Apt 4L, Brooklyn, NY, 11218",40 Tehama St Apt 4L,Brooklyn,New York,11218.0,,2014-09-12
486457,for_sale,499000.0,,1.0,,"170 W End Ave Apt 19C, New York City, NY, 10023",170 W End Ave Apt 19C,New York City,New York,10023.0,,
571662,for_sale,399999.0,3.0,2.0,,"60 White Oak St Units 1G & 1H, New Rochelle, NY, 10801",60 White Oak St Units 1G & 1H,New Rochelle,New York,10801.0,1800.0,
535985,for_sale,1395000.0,2.0,3.0,,"250 S End Ave Apt 7B, New York, NY, 10280",250 S End Ave Apt 7B,New York,New York,10280.0,1175.0,2015-02-13
557461,for_sale,1199000.0,1.0,1.0,,"121 E 23rd St Apt 20C, New York City, NY, 10010",121 E 23rd St Apt 20C,New York City,New York,10010.0,724.0,2016-07-01
879473,for_sale,4950000.0,3.0,3.0,,"129 E 69th St Apt 10B, New York City, NY, 10021",129 E 69th St Apt 10B,New York City,New York,10021.0,,2018-02-05
833997,for_sale,4190000.0,2.0,3.0,,"400 Park Ave S Apt 31C, New York City, NY, 10016",400 Park Ave S Apt 31C,New York City,New York,10016.0,1715.0,
910954,for_sale,239000.0,1.0,1.0,,"524 W 152nd St Apt 1, New York, NY, 10031",524 W 152nd St Apt 1,New York,New York,10031.0,500.0,
501059,for_sale,2600000.0,,,,"127 Park Pl, Brooklyn, NY, 11217",127 Park Pl,Brooklyn,New York,11217.0,,2017-06-16
522247,for_sale,400000.0,2.0,1.0,,"1775 Madison Ave Unit 5AD, New York City, NY, 10035",1775 Madison Ave Unit 5AD,New York City,New York,10035.0,600.0,
565508,for_sale,659000.0,1.0,1.0,,"214 Riverside Dr Apt 613, New York City, NY, 10025",214 Riverside Dr Apt 613,New York City,New York,10025.0,,2022-02-02
555939,for_sale,869000.0,6.0,3.0,0.04,"483 Jersey St, Staten Island, NY, 10301",483 Jersey St,Staten Island,New York,10301.0,3078.0,2016-10-18
530166,for_sale,1390000.0,5.0,3.0,0.03,"20-45 31st St, Astoria, NY, 11105",20-45 31st St,Astoria,New York,11105.0,1728.0,2007-12-24
789493,for_sale,340000.0,2.0,1.0,,"209-15 18 Ave Unit 6K, Bayside, NY, 11360",209-15 18 Ave Unit 6K,Bayside,New York,11360.0,1025.0,
769226,for_sale,278000.0,1.0,1.0,,"90-11 35th Ave Unit 3A, Jackson Heights, NY, 11372",90-11 35th Ave Unit 3A,Jackson Heights,New York,11372.0,700.0,2017-07-11
788267,for_sale,650000.0,2.0,1.0,0.45,"330 W 145th St Apt 309, New York City, NY, 10039",330 W 145th St Apt 309,New York City,New York,10039.0,,2012-01-03
483559,for_sale,600000.0,,1.0,0.73,"7 E 14th St Apt 804, New York City, NY, 10003",7 E 14th St Apt 804,New York City,New York,10003.0,,2017-05-04
563916,for_sale,495000.0,1.0,1.0,,"105 E 38th St Apt 1B, New York City, NY, 10016",105 E 38th St Apt 1B,New York City,New York,10016.0,,2012-09-13
837048,for_sale,209000.0,,1.0,,"37-51 86 St Unit 6F, Jackson Heights, NY, 11372",37-51 86 St Unit 6F,Jackson Heights,New York,11372.0,450.0,2004-08-18
917520,for_sale,70000.0,,,9.54,"468 Route 301, Cold Spring, NY, 10516",468 Route 301,Cold Spring,New York,10516.0,,
558767,for_sale,3250000.0,2.0,2.0,,"135 W 4th St Apt 2W, New York City, NY, 10012",135 W 4th St Apt 2W,New York City,New York,10012.0,1807.0,
500786,for_sale,1200000.0,5.0,5.0,0.14,"140 Hawley Ave, Staten Island, NY, 10312",140 Hawley Ave,Staten Island,New York,10312.0,2724.0,2007-04-24
767787,for_sale,1179000.0,2.0,2.0,,"100 Congress St Apt 401, New York City, NY, 11201",100 Congress St Apt 401,New York City,New York,11201.0,965.0,2016-04-29
764262,for_sale,1258000.0,3.0,2.0,0.09,"149-19 46th Ave, Flushing, NY, 11355",149-19 46th Ave,Flushing,New York,11355.0,2648.0,2012-01-09
358556,for_sale,179000.0,4.0,3.0,0.43,"196 Lake St, Rouses Point, NY, 12979",196 Lake St,Rouses Point,New York,12979.0,2675.0,2017-02-28
527886,for_sale,2150000.0,1.0,1.0,,"299 W 12th St Apt 3K, New York, NY, 10014",299 W 12th St Apt 3K,New York,New York,10014.0,867.0,2014-09-10
355466,for_sale,255000.0,,,3.88,"N Bowl Ln, Plattsburgh, NY, 12901",N Bowl Ln,Plattsburgh,New York,12901.0,,
795585,for_sale,869000.0,4.0,4.0,0.08,"29 Ashford St, Brooklyn, NY, 11207",29 Ashford St,Brooklyn,New York,11207.0,2047.0,1984-02-01
744283,for_sale,1050000.0,2.0,1.0,,"140 W 71st St Unit 8BC, New York, NY, 10023",140 W 71st St Unit 8BC,New York,New York,10023.0,,
818750,for_sale,720000.0,,1.0,,"450 E 83rd St Apt 2F, New York, NY, 10028",450 E 83rd St Apt 2F,New York,New York,10028.0,626.0,2010-07-09
857433,for_sale,2500000.0,3.0,3.0,,"300 Riverside Dr Apt 14A, New York, NY, 10025",300 Riverside Dr Apt 14A,New York,New York,10025.0,,
886944,for_sale,785000.0,1.0,1.0,0.06,"362 W 127th St Apt 5A, New York City, NY, 10027",362 W 127th St Apt 5A,New York City,New York,10027.0,809.0,2017-10-10
886079,for_sale,139900.0,,1.0,,"2962 Decatur Ave Apt 5J, Bronx, NY, 10458",2962 Decatur Ave Apt 5J,Bronx,New York,10458.0,500.0,
811096,for_sale,949000.0,6.0,4.0,0.05,"104-11 89th Ave, Richmond Hill, NY, 11418",104-11 89th Ave,Richmond Hill,New York,11418.0,,2010-11-08
778389,for_sale,2249000.0,1.0,1.0,,"45 Christopher St Apt 12G, New York, NY, 10014",45 Christopher St Apt 12G,New York,New York,10014.0,,1999-07-26
877922,for_sale,629000.0,,1.0,,"148 E 24th St Apt 3B, New York City, NY, 10010",148 E 24th St Apt 3B,New York City,New York,10010.0,,2012-08-29
887941,for_sale,749000.0,6.0,3.0,0.09,"769 E 236th St, Bronx, NY, 10466",769 E 236th St,Bronx,New York,10466.0,2096.0,2003-08-13
550284,for_sale,5950000.0,,,,"31 Morton St, New York, NY, 10014",31 Morton St,New York,New York,10014.0,,2016-03-21
901293,for_sale,599000.0,,1.0,,"101 W 12th St Apt 12Z, New York, NY, 10011",101 W 12th St Apt 12Z,New York,New York,10011.0,,2013-05-03
881491,for_sale,339000.0,2.0,1.0,,"117-14 Union Tpke Unit DA1, Kew Gardens, NY, 11415",117-14 Union Tpke Unit DA1,Kew Gardens,New York,11415.0,1250.0,2013-11-27
740342,for_sale,649000.0,4.0,2.0,0.05,"115-36 217th St, Cambria Heights, NY, 11411",115-36 217th St,Cambria Heights,New York,11411.0,,2022-02-08
913966,for_sale,1800000.0,8.0,5.0,0.11,"3-24 127th St, College Point, NY, 11356",3-24 127th St,College Point,New York,11356.0,,1987-10-26
800348,for_sale,1885000.0,2.0,2.0,0.49,"1 City Pt Apt 15F, New York City, NY, 11201",1 City Pt Apt 15F,New York City,New York,11201.0,1185.0,
567797,for_sale,989000.0,8.0,6.0,0.03,"463 E 181st St, Bronx, NY, 10457",463 E 181st St,Bronx,New York,10457.0,2779.0,2018-05-22
747125,for_sale,3300000.0,2.0,3.0,0.06,"251 W 91st St Unit 19B, New York City, NY, 10024",251 W 91st St Unit 19B,New York City,New York,10024.0,1477.0,
568477,for_sale,360000.0,1.0,1.0,,"50 Columbus Ave Apt 316, Tuckahoe, NY, 10707",50 Columbus Ave Apt 316,Tuckahoe,New York,10707.0,750.0,2018-02-26
753341,for_sale,1995000.0,1.0,2.0,,"108 Leonard St Apt 11K, New York, NY, 10013",108 Leonard St Apt 11K,New York,New York,10013.0,945.0,2020-06-05
862147,for_sale,875000.0,4.0,3.0,0.06,"99-11 98th St, Ozone Park, NY, 11417",99-11 98th St,Ozone Park,New York,11417.0,,
867105,for_sale,3500000.0,2.0,3.0,,"100 Barclay St Apt 15L, New York, NY, 10007",100 Barclay St Apt 15L,New York,New York,10007.0,1613.0,
356186,for_sale,1295000.0,4.0,6.0,1.8,"219 Farrell Rd, Willsboro, NY, 12996",219 Farrell Rd,Willsboro,New York,12996.0,7639.0,2010-06-25
784124,for_sale,1575000.0,2.0,2.0,0.21,"27-21 44th Dr Unit 205, New York City, NY, 11101",27-21 44th Dr Unit 205,New York City,New York,11101.0,996.0,2017-11-01
795169,for_sale,12700000.0,6.0,4.0,,"127 62nd St, New York, NY, 10065",127 62nd St,New York,New York,10065.0,,
781114,for_sale,789000.0,1.0,1.0,,"320 Riverside Dr Unit 1D, Manhattan, NY, 10025",320 Riverside Dr Unit 1D,Manhattan,New York,10025.0,800.0,2016-08-30
448208,for_sale,632200.0,,,31.61,"Skunks Misery Rd, Millerton, NY, 12546",Skunks Misery Rd,Millerton,New York,12546.0,,
227868,for_sale,1950000.0,,,2.37,"148 Tuthill Rd, Montauk, NY, 11954",148 Tuthill Rd,Montauk,New York,11954.0,,2008-01-23
746030,for_sale,338000.0,2.0,1.0,,"75-10 Yellowstone Blvd Unit 6F, Rego Park, NY, 11374",75-10 Yellowstone Blvd Unit 6F,Rego Park,New York,11374.0,925.0,2004-10-25
762970,for_sale,7995000.0,4.0,5.0,,"300 Central Park W Apt 22D, New York, NY, 10024",300 Central Park W Apt 22D,New York,New York,10024.0,,
821664,for_sale,699000.0,2.0,3.0,,"1 Kensington Gate Apt 210, Great Neck, NY, 11021",1 Kensington Gate Apt 210,Great Neck,New York,11021.0,,
825007,for_sale,348000.0,2.0,2.0,,"33-45 92nd St Unit 3J, Queens, NY, 11372",33-45 92nd St Unit 3J,Queens,New York,11372.0,,
849050,for_sale,999000.0,4.0,2.0,0.05,"1823 Avenue X, Brooklyn, NY, 11235",1823 Avenue X,Brooklyn,New York,11235.0,2180.0,
556692,for_sale,459000.0,,1.0,,"304 W 75th St Apt 11F, New York, NY, 10023",304 W 75th St Apt 11F,New York,New York,10023.0,,
732302,for_sale,2520000.0,2.0,3.0,,"202 Broome St Unit 12B, New York City, NY, 10002",202 Broome St Unit 12B,New York City,New York,10002.0,1244.0,
490137,for_sale,559000.0,2.0,2.0,,"65-60 Wetherole St Unit 4G, Rego Park, NY, 11374",65-60 Wetherole St Unit 4G,Rego Park,New York,11374.0,,2005-10-25
579316,for_sale,729000.0,3.0,2.0,,"2357 E 19th St Apt 1, Brooklyn, NY, 11229",2357 E 19th St Apt 1,Brooklyn,New York,11229.0,1700.0,2015-05-11
870620,for_sale,2395000.0,,,,"406 E 119th St, New York, NY, 10035",406 E 119th St,New York,New York,10035.0,9342.0,
500155,for_sale,380000.0,1.0,1.0,,"7101 Colonial Rd Apt R1E, Brooklyn, NY, 11209",7101 Colonial Rd Apt R1E,Brooklyn,New York,11209.0,855.0,2017-03-14
835937,for_sale,785000.0,,4.0,0.04,"1075 Barbey St, Brooklyn, NY, 11207",1075 Barbey St,Brooklyn,New York,11207.0,,
737502,for_sale,725000.0,2.0,3.0,,"457 W 57th St Unit 810, Manhattan, NY, 10019",457 W 57th St Unit 810,Manhattan,New York,10019.0,,
778428,for_sale,2609200.0,3.0,3.0,,"20 River Ter Apt 5M, New York City, NY, 10282",20 River Ter Apt 5M,New York City,New York,10282.0,1621.0,
749620,for_sale,1395000.0,2.0,2.0,,"440 Kent Ave Apt 6D, Brooklyn, NY, 11249",440 Kent Ave Apt 6D,Brooklyn,New York,11249.0,1222.0,2013-12-19
527686,for_sale,355000.0,2.0,1.0,,"3210 Arlington Ave Apt 3J, Bronx, NY, 10463",3210 Arlington Ave Apt 3J,Bronx,New York,10463.0,950.0,
852810,for_sale,515000.0,3.0,2.0,,"117-14 Union Tpke Unit EF1, Kew Gardens, NY, 11415",117-14 Union Tpke Unit EF1,Kew Gardens,New York,11415.0,1250.0,2016-06-20
563755,for_sale,535000.0,,1.0,,"100 Beekman St Apt 2A, New York, NY, 10038",100 Beekman St Apt 2A,New York,New York,10038.0,500.0,
904302,for_sale,1049000.0,,3.0,0.04,"119 Bay 41st St, Brooklyn, NY, 11214",119 Bay 41st St,Brooklyn,New York,11214.0,1540.0,2011-01-28
806897,for_sale,1690000.0,6.0,4.0,0.09,"133-22 233rd St, Jamaica, NY, 11422",133-22 233rd St,Jamaica,New York,11422.0,,2004-10-19
511089,for_sale,1129000.0,3.0,2.0,,"514 E 82nd St Apt 1R, New York, NY, 10028",514 E 82nd St Apt 1R,New York,New York,10028.0,,
532191,for_sale,940000.0,2.0,2.0,0.12,"57 Clubhouse Rd, Tuxedo Park, NY, 10987",57 Clubhouse Rd,Tuxedo Park,New York,10987.0,2192.0,2021-02-18
533046,for_sale,768000.0,4.0,4.0,1.2,"66 Murray Dr, Chester, NY, 10918",66 Murray Dr,Chester,New York,10918.0,5084.0,2021-06-24
579813,for_sale,389000.0,2.0,1.0,,"2928 W 5th St Apt 3E, Brooklyn, NY, 11224",2928 W 5th St Apt 3E,Brooklyn,New York,11224.0,900.0,2014-07-08
803427,for_sale,3350000.0,6.0,8.0,,"238 E 60th St, New York City, NY, 10022",238 E 60th St,New York City,New York,10022.0,4780.0,
486328,for_sale,545000.0,,1.0,,"235 E 40th St Apt 27I, New York, NY, 10016",235 E 40th St Apt 27I,New York,New York,10016.0,391.0,1987-02-19
476951,for_sale,3380000.0,3.0,4.0,,"309 Carroll St, New York City, NY, 11231",309 Carroll St,New York City,New York,11231.0,2000.0,2005-07-20
814408,for_sale,289000.0,2.0,1.0,,"1554 Unionport Rd Unit Terrace, Bronx, NY, 10462",1554 Unionport Rd Unit Terrace,Bronx,New York,10462.0,800.0,2000-03-10
886541,for_sale,639000.0,3.0,2.0,0.05,"653 E 53rd St, Brooklyn, NY, 11203",653 E 53rd St,Brooklyn,New York,11203.0,,
766658,for_sale,2695000.0,3.0,3.0,,"272 W 107th St Apt 7A, New York, NY, 10025",272 W 107th St Apt 7A,New York,New York,10025.0,1777.0,2010-07-21
782137,for_sale,1338000.0,3.0,3.0,,"978 77th St, New York City, NY, 11228",978 77th St,New York City,New York,11228.0,,2013-02-13
804094,for_sale,429000.0,1.0,1.0,,"18-05 215th St Unit 2K, Bayside, NY, 11360",18-05 215th St Unit 2K,Bayside,New York,11360.0,,2019-05-06
814723,for_sale,595999.0,3.0,2.0,0.04,"21 Giordan Ct, Staten Island, NY, 10303",21 Giordan Ct,Staten Island,New York,10303.0,1716.0,2005-02-22
785190,for_sale,1299000.0,3.0,3.0,0.03,"20-44 33rd St, Long Island City, NY, 11105",20-44 33rd St,Long Island City,New York,11105.0,,
554057,for_sale,420000.0,2.0,2.0,,"8703 Bedell Ln Unit 603, Brooklyn, NY, 11236",8703 Bedell Ln Unit 603,Brooklyn,New York,11236.0,1040.0,2005-08-05
915453,for_sale,1574900.0,4.0,5.0,,"6015 Independence Ave, Bronx, NY, 10471",6015 Independence Ave,Bronx,New York,10471.0,2244.0,2004-07-05
487097,for_sale,850000.0,1.0,1.0,,"407 Park Ave S Apt 12E, New York, NY, 10016",407 Park Ave S Apt 12E,New York,New York,10016.0,725.0,2005-10-12
529573,for_sale,950000.0,1.0,1.0,,"1991 Broadway Apt 5D, New York, NY, 10023",1991 Broadway Apt 5D,New York,New York,10023.0,637.0,2005-05-27
465544,for_sale,850000.0,1.0,1.0,0.47,"345 E 81st St Apt 2N, New York City, NY, 10028",345 E 81st St Apt 2N,New York City,New York,10028.0,,
784209,for_sale,750000.0,,1.0,,"550 Vanderbilt Ave Apt 712, Brooklyn, NY, 11238",550 Vanderbilt Ave Apt 712,Brooklyn,New York,11238.0,,
909872,for_sale,1150000.0,2.0,3.0,,"5 Renaissance Sq Apt 15E, White Plains, NY, 10601",5 Renaissance Sq Apt 15E,White Plains,New York,10601.0,1734.0,
878062,for_sale,1600000.0,8.0,3.0,0.09,"771 Westminster Rd, Brooklyn, NY, 11230",771 Westminster Rd,Brooklyn,New York,11230.0,3623.0,
866023,for_sale,749000.0,3.0,2.0,,"1725 Stillwell Ave Apt C, Brooklyn, NY, 11223",1725 Stillwell Ave Apt C,Brooklyn,New York,11223.0,1039.0,2012-07-19
833795,for_sale,2575000.0,2.0,3.0,,"150 W 56th St Apt 4303, New York, NY, 10019",150 W 56th St Apt 4303,New York,New York,10019.0,1148.0,2017-05-22
896048,for_sale,1499000.0,4.0,4.0,0.17,"1 Carolina Rd, Little Neck, NY, 11362",1 Carolina Rd,Little Neck,New York,11362.0,,2015-03-12
520888,for_sale,115000.0,,1.0,,"2630 Kingsbridge Ter Apt 4Q, Bronx, NY, 10463",2630 Kingsbridge Ter Apt 4Q,Bronx,New York,10463.0,500.0,2005-12-14
872848,for_sale,775000.0,1.0,1.0,,"400 E 90th St Apt 18B, New York City, NY, 10128",400 E 90th St Apt 18B,New York City,New York,10128.0,589.0,2013-12-05
553314,for_sale,775000.0,3.0,3.0,0.05,"1098 E 43rd St, Crown Heights, NY, 11213",1098 E 43rd St,Crown Heights,New York,11213.0,,
823114,for_sale,1199000.0,6.0,5.0,0.05,"1813 Madison St, Flushing, NY, 11385",1813 Madison St,Flushing,New York,11385.0,3000.0,1998-01-29
519877,for_sale,925000.0,1.0,1.0,,"270 W 124th St Apt 12A, New York, NY, 10027",270 W 124th St Apt 12A,New York,New York,10027.0,803.0,2011-12-21
803797,for_sale,375000.0,1.0,1.0,,"17-85 215th St Unit 3J, Bayside, NY, 11360",17-85 215th St Unit 3J,Bayside,New York,11360.0,,
573138,for_sale,175000.0,1.0,1.0,,"7 Fordham Hill Oval Apt 2A, Bronx, NY, 10468",7 Fordham Hill Oval Apt 2A,Bronx,New York,10468.0,950.0,2015-12-21
801756,for_sale,949000.0,4.0,2.0,0.07,"22-57 92 St, East Elmhurst, NY, 11369",22-57 92 St,East Elmhurst,New York,11369.0,,1987-12-23
898558,for_sale,2995000.0,2.0,2.0,,"254 Park Ave S Ph P, New York, NY, 10010",254 Park Ave S Ph P,New York,New York,10010.0,1673.0,
761763,for_sale,725000.0,,1.0,,"99 Bank St Apt 5S, New York, NY, 10014",99 Bank St Apt 5S,New York,New York,10014.0,,2021-01-06
542534,for_sale,718000.0,3.0,3.0,0.11,"546 Mountainview Ave Unit 1, Valley Cottage, NY, 10989",546 Mountainview Ave Unit 1,Valley Cottage,New York,10989.0,3044.0,2003-11-04
787698,for_sale,2725000.0,4.0,4.0,0.04,"144 16th St, New York City, NY, 11215",144 16th St,New York City,New York,11215.0,1892.0,2012-06-21
898814,for_sale,1750000.0,1.0,2.0,0.23,"155 W 18th St Apt 703, New York City, NY, 10011",155 W 18th St Apt 703,New York City,New York,10011.0,697.0,2016-10-25
891372,for_sale,648888.0,3.0,3.0,0.04,"1003 Rensselaer Ave, Staten Island, NY, 10309",1003 Rensselaer Ave,Staten Island,New York,10309.0,1496.0,1991-12-31
741736,for_sale,599000.0,,1.0,,"77 W 55th St Apt 5D, New York City, NY, 10019",77 W 55th St Apt 5D,New York City,New York,10019.0,600.0,1990-02-22
742853,for_sale,515000.0,2.0,1.0,,"319 E 105th St Apt 3D, New York, NY, 10029",319 E 105th St Apt 3D,New York,New York,10029.0,721.0,2016-04-07
490647,for_sale,9595000.0,3.0,4.0,,"30 Riverside Blvd Apt 37F, New York, NY, 10069",30 Riverside Blvd Apt 37F,New York,New York,10069.0,2895.0,
510165,for_sale,2698000.0,3.0,3.0,0.2,"110-24 69th Rd, Forest Hills, NY, 11375",110-24 69th Rd,Forest Hills,New York,11375.0,,2019-11-15
526465,for_sale,949999.0,7.0,4.0,,"82 Bellevue Pl, Yonkers, NY, 10703",82 Bellevue Pl,Yonkers,New York,10703.0,4036.0,
751047,for_sale,1700000.0,3.0,2.0,,"5-49 Borden Ave Unit 12K, New York City, NY, 11101",5-49 Borden Ave Unit 12K,New York City,New York,11101.0,,2016-03-09
526968,for_sale,1250000.0,2.0,1.0,,"522 W End Ave Apt 1C, New York, NY, 10024",522 W End Ave Apt 1C,New York,New York,10024.0,,2015-05-21
829395,for_sale,399000.0,2.0,1.0,,"99-31 64 Ave Unit E10, Rego Park, NY, 11374",99-31 64 Ave Unit E10,Rego Park,New York,11374.0,,
551977,for_sale,738000.0,1.0,1.0,,"117 Kingsland Ave Apt 3C, Brooklyn, NY, 11222",117 Kingsland Ave Apt 3C,Brooklyn,New York,11222.0,660.0,2013-03-22
560016,for_sale,600000.0,1.0,1.0,,"429 W 24th St Apt 2A, New York, NY, 10011",429 W 24th St Apt 2A,New York,New York,10011.0,650.0,2007-10-31
716977,for_sale,499000.0,3.0,2.0,,"25 Irving Pl, Staten Island, NY, 10304",25 Irving Pl,Staten Island,New York,10304.0,1440.0,2003-02-28
776241,for_sale,3199000.0,3.0,3.0,,"29 W 15th St Apt 7, New York, NY, 10011",29 W 15th St Apt 7,New York,New York,10011.0,,2007-10-01
540929,for_sale,299000.0,3.0,2.0,,"480 Riverdale Ave Apt 7L, Yonkers, NY, 10705",480 Riverdale Ave Apt 7L,Yonkers,New York,10705.0,1250.0,
790006,for_sale,1165000.0,2.0,2.0,,"50 Lexington Ave Apt 6C, New York City, NY, 10010",50 Lexington Ave Apt 6C,New York City,New York,10010.0,,2017-08-16
501227,for_sale,3750000.0,5.0,4.0,0.04,"903 Union St, New York City, NY, 11215",903 Union St,New York City,New York,11215.0,3800.0,1994-08-05
824967,for_sale,189000.0,,1.0,,"74-45 Yellowstone Blvd Unit 1A, Rego Park, NY, 11374",74-45 Yellowstone Blvd Unit 1A,Rego Park,New York,11374.0,550.0,
771274,for_sale,339000.0,1.0,1.0,,"62-64 Saunders St Unit 4F, Rego Park, NY, 11374",62-64 Saunders St Unit 4F,Rego Park,New York,11374.0,,2009-09-23
527121,for_sale,450000.0,2.0,2.0,,"2550 Independence Ave Apt 2J, Bronx, NY, 10463",2550 Independence Ave Apt 2J,Bronx,New York,10463.0,1050.0,
853034,for_sale,725000.0,1.0,1.0,,"225 E 57th St Apt 9L, New York, NY, 10022",225 E 57th St Apt 9L,New York,New York,10022.0,,2020-06-10
911618,for_sale,999000.0,,2.0,,"1165 Park Ave Unit 1C, New York, NY, 10128",1165 Park Ave Unit 1C,New York,New York,10128.0,1100.0,
916632,for_sale,350000.0,2.0,1.0,,"New York City, NY, 10463",,New York City,New York,10463.0,,
815881,for_sale,949000.0,2.0,1.0,,"504 Grand St Apt H13, New York City, NY, 10002",504 Grand St Apt H13,New York City,New York,10002.0,,2006-08-07
850895,for_sale,289000.0,1.0,1.0,,"61-40 Saunders St Unit A5, Rego Park, NY, 11374",61-40 Saunders St Unit A5,Rego Park,New York,11374.0,,2007-07-20
551907,for_sale,575000.0,1.0,1.0,,"223 Howard Ave Unit 3A, Brooklyn, NY, 11233",223 Howard Ave Unit 3A,Brooklyn,New York,11233.0,,
558584,for_sale,599000.0,3.0,3.0,,"4032 Bronxwood Ave, Bronx, NY, 10466",4032 Bronxwood Ave,Bronx,New York,10466.0,1512.0,
558917,for_sale,1250000.0,1.0,1.0,,"222 Riverside Dr Unit 9E, New York City, NY, 10025",222 Riverside Dr Unit 9E,New York City,New York,10025.0,965.0,2016-10-04
748893,for_sale,13650000.0,4.0,5.0,,"200 Amsterdam Ave Unit 36A, New York, NY, 10023",200 Amsterdam Ave Unit 36A,New York,New York,10023.0,3188.0,
488920,for_sale,501000.0,3.0,1.0,0.04,"98 Lewis Ave, Brooklyn, NY, 11206",98 Lewis Ave,Brooklyn,New York,11206.0,,
774801,for_sale,549000.0,1.0,1.0,,"315 E 77th St Apt 4E, New York, NY, 10075",315 E 77th St Apt 4E,New York,New York,10075.0,,2014-10-16
915654,for_sale,2850000.0,2.0,2.0,0.11,"92 Warren St Unit 4E, New York City, NY, 10007",92 Warren St Unit 4E,New York City,New York,10007.0,1641.0,
552817,for_sale,434998.0,1.0,1.0,,"19-19 24 Ave Unit R101, Astoria, NY, 11105",19-19 24 Ave Unit R101,Astoria,New York,11105.0,,2017-12-15
840808,for_sale,1100000.0,3.0,2.0,,"467 W 163rd St Apt 6, Manhattan, NY, 10032",467 W 163rd St Apt 6,Manhattan,New York,10032.0,1270.0,2018-09-17
478165,for_sale,5400000.0,4.0,5.0,,"10 Little St W Ph 1C, New York City, NY, 10004",10 Little St W Ph 1C,New York City,New York,10004.0,3042.0,2012-02-16
814929,for_sale,650000.0,3.0,2.0,0.05,"5119 Avenue J, Brooklyn, NY, 11234",5119 Avenue J,Brooklyn,New York,11234.0,1781.0,2009-11-09
761390,for_sale,4500000.0,3.0,3.0,,"555 Park Ave Fl 6E, New York, NY, 10065",555 Park Ave Fl 6E,New York,New York,10065.0,,
901423,for_sale,795000.0,2.0,1.0,,"240 E 30th St Apt 3C, New York, NY, 10016",240 E 30th St Apt 3C,New York,New York,10016.0,,
547875,for_sale,890000.0,1.0,1.0,,"166 E 63rd St Apt 11K, New York City, NY, 10065",166 E 63rd St Apt 11K,New York City,New York,10065.0,790.0,1993-02-08
774328,for_sale,2495000.0,3.0,3.0,,"2300 Eighth Ave Unit 9F, New York, NY, 10027",2300 Eighth Ave Unit 9F,New York,New York,10027.0,1810.0,
761135,for_sale,4995000.0,5.0,3.0,,"440 W End Ave Unit 14CD, New York, NY, 10024",440 W End Ave Unit 14CD,New York,New York,10024.0,,
920371,for_sale,599000.0,4.0,3.0,0.75,"55 Swan Hollow Rd, New Windsor, NY, 12553",55 Swan Hollow Rd,New Windsor,New York,12553.0,2900.0,2018-01-05
814213,for_sale,854900.0,3.0,2.0,0.13,"5 Berkley St, Staten Island, NY, 10312",5 Berkley St,Staten Island,New York,10312.0,1092.0,
795220,for_sale,599999.0,2.0,2.0,0.07,"168-20 Linden Blvd, Jamaica, NY, 11434",168-20 Linden Blvd,Jamaica,New York,11434.0,,2002-04-04
719161,for_sale,780000.0,1.0,1.0,,"165 Christopher St Unit L-L, New York City, NY, 10014",165 Christopher St Unit L-L,New York City,New York,10014.0,,
777324,for_sale,3385000.0,3.0,2.0,,"1065 Lexington Ave Unit 7A, New York, NY, 10021",1065 Lexington Ave Unit 7A,New York,New York,10021.0,,2014-08-04
860281,for_sale,1999000.0,3.0,3.0,,"40 E 80th St Unit 8AF, Manhattan, NY, 10075",40 E 80th St Unit 8AF,Manhattan,New York,10075.0,,
512658,for_sale,495000.0,,1.0,,"123 E 37th St Unit 1A, New York City, NY, 10016",123 E 37th St Unit 1A,New York City,New York,10016.0,575.0,2016-04-07
467689,for_sale,1880000.0,9.0,5.0,0.05,"52-10 94th St, Elmhurst, NY, 11373",52-10 94th St,Elmhurst,New York,11373.0,3360.0,
835546,for_sale,2950000.0,3.0,3.0,0.06,"45 Garnet St Unit 3B, New York City, NY, 11231",45 Garnet St Unit 3B,New York City,New York,11231.0,2014.0,
828289,for_sale,559000.0,3.0,3.0,0.05,"665 E 52nd St, Brooklyn, NY, 11203",665 E 52nd St,Brooklyn,New York,11203.0,2480.0,
